1.+1.i    1.+2.i    1.+3.i    1.+4.i    1.+5.i    1.+6.i    1.+7.i    1.+8.i    1.+9.i    1.+10.i    1.+11.i    1.+12.i    1.+13.i    1.+14.i    1.+15.i    1.+16.i    1.+17.i    1.+18.i    1.+19.i    1.+20.i    1.+21.i    1.+22.i    1.+23.i    1.+24.i    1.+25.i    1.+26.i    1.+27.i    1.+28.i    1.+29.i    1.+30.i    1.+31.i    1.+32.i    1.+33.i    1.+34.i    1.+35.i    1.+36.i    1.+37.i    1.+38.i    1.+39.i    1.+40.i    1.+41.i    1.+42.i    1.+43.i    1.+44.i    1.+45.i    1.+46.i    1.+47.i    1.+48.i    1.+49.i    1.+50.i    1.+51.i    1.+52.i    1.+53.i    1.+54.i    1.+55.i    1.+56.i    1.+57.i    1.+58.i    1.+59.i    1.+60.i    1.+61.i    1.+62.i    1.+63.i    1.+64.i    1.+65.i    1.+66.i    1.+67.i    1.+68.i    1.+69.i    1.+70.i    1.+71.i    1.+72.i    1.+73.i    1.+74.i    1.+75.i    1.+76.i    1.+77.i    1.+78.i    1.+79.i    1.+80.i    1.+81.i    1.+82.i    1.+83.i    1.+84.i    1.+85.i    1.+86.i    1.+87.i    1.+88.i    1.+89.i    1.+90.i    1.+91.i    1.+92.i    1.+93.i    1.+94.i    1.+95.i    1.+96.i    1.+97.i    1.+98.i    1.+99.i    1.+100.i
69.+1.i    69.+2.i    69.+3.i    69.+4.i    69.+5.i    69.+6.i    69.+7.i    69.+8.i    69.+9.i    69.+10.i    69.+11.i    69.+12.i    69.+13.i    69.+14.i    69.+15.i    69.+16.i    69.+17.i    69.+18.i    69.+19.i    69.+20.i    69.+21.i    69.+22.i    69.+23.i    69.+24.i    69.+25.i    69.+26.i    69.+27.i    69.+28.i    69.+29.i    69.+30.i    69.+31.i    69.+32.i    69.+33.i    69.+34.i    69.+35.i    69.+36.i    69.+37.i    69.+38.i    69.+39.i    69.+40.i    69.+41.i    69.+42.i    69.+43.i    69.+44.i    69.+45.i    69.+46.i    69.+47.i    69.+48.i    69.+49.i    69.+50.i    69.+51.i    69.+52.i    69.+53.i    69.+54.i    69.+55.i    69.+56.i    69.+57.i    69.+58.i    69.+59.i    69.+60.i    69.+61.i    69.+62.i    69.+63.i    69.+64.i    69.+65.i    69.+66.i    69.+67.i    69.+68.i    69.+69.i    69.+70.i    69.+71.i    69.+72.i    69.+73.i    69.+74.i    69.+75.i    69.+76.i    69.+77.i    69.+78.i    69.+79.i    69.+80.i    69.+81.i    69.+82.i    69.+83.i    69.+84.i    69.+85.i    69.+86.i    69.+87.i    69.+88.i    69.+89.i    69.+90.i    69.+91.i    69.+92.i    69.+93.i    69.+94.i    69.+95.i    69.+96.i    69.+97.i    69.+98.i    69.+99.i    69.+100.i
70.+1.i    70.+2.i    70.+3.i    70.+4.i    70.+5.i    70.+6.i    70.+7.i    70.+8.i    70.+9.i    70.+10.i    70.+11.i    70.+12.i    70.+13.i    70.+14.i    70.+15.i    70.+16.i    70.+17.i    70.+18.i    70.+19.i    70.+20.i    70.+21.i    70.+22.i    70.+23.i    70.+24.i    70.+25.i    70.+26.i    70.+27.i    70.+28.i    70.+29.i    70.+30.i    70.+31.i    70.+32.i    70.+33.i    70.+34.i    70.+35.i    70.+36.i    70.+37.i    70.+38.i    70.+39.i    70.+40.i    70.+41.i    70.+42.i    70.+43.i    70.+44.i    70.+45.i    70.+46.i    70.+47.i    70.+48.i    70.+49.i    70.+50.i    70.+51.i    70.+52.i    70.+53.i    70.+54.i    70.+55.i    70.+56.i    70.+57.i    70.+58.i    70.+59.i    70.+60.i    70.+61.i    70.+62.i    70.+63.i    70.+64.i    70.+65.i    70.+66.i    70.+67.i    70.+68.i    70.+69.i    70.+70.i    70.+71.i    70.+72.i    70.+73.i    70.+74.i    70.+75.i    70.+76.i    70.+77.i    70.+78.i    70.+79.i    70.+80.i    70.+81.i    70.+82.i    70.+83.i    70.+84.i    70.+85.i    70.+86.i    70.+87.i    70.+88.i    70.+89.i    70.+90.i    70.+91.i    70.+92.i    70.+93.i    70.+94.i    70.+95.i    70.+96.i    70.+97.i    70.+98.i    70.+99.i    70.+100.i
71.+1.i    71.+2.i    71.+3.i    71.+4.i    71.+5.i    71.+6.i    71.+7.i    71.+8.i    71.+9.i    71.+10.i    71.+11.i    71.+12.i    71.+13.i    71.+14.i    71.+15.i    71.+16.i    71.+17.i    71.+18.i    71.+19.i    71.+20.i    71.+21.i    71.+22.i    71.+23.i    71.+24.i    71.+25.i    71.+26.i    71.+27.i    71.+28.i    71.+29.i    71.+30.i    71.+31.i    71.+32.i    71.+33.i    71.+34.i    71.+35.i    71.+36.i    71.+37.i    71.+38.i    71.+39.i    71.+40.i    71.+41.i    71.+42.i    71.+43.i    71.+44.i    71.+45.i    71.+46.i    71.+47.i    71.+48.i    71.+49.i    71.+50.i    71.+51.i    71.+52.i    71.+53.i    71.+54.i    71.+55.i    71.+56.i    71.+57.i    71.+58.i    71.+59.i    71.+60.i    71.+61.i    71.+62.i    71.+63.i    71.+64.i    71.+65.i    71.+66.i    71.+67.i    71.+68.i    71.+69.i    71.+70.i    71.+71.i    71.+72.i    71.+73.i    71.+74.i    71.+75.i    71.+76.i    71.+77.i    71.+78.i    71.+79.i    71.+80.i    71.+81.i    71.+82.i    71.+83.i    71.+84.i    71.+85.i    71.+86.i    71.+87.i    71.+88.i    71.+89.i    71.+90.i    71.+91.i    71.+92.i    71.+93.i    71.+94.i    71.+95.i    71.+96.i    71.+97.i    71.+98.i    71.+99.i    71.+100.i
72.+1.i    72.+2.i    72.+3.i    72.+4.i    72.+5.i    72.+6.i    72.+7.i    72.+8.i    72.+9.i    72.+10.i    72.+11.i    72.+12.i    72.+13.i    72.+14.i    72.+15.i    72.+16.i    72.+17.i    72.+18.i    72.+19.i    72.+20.i    72.+21.i    72.+22.i    72.+23.i    72.+24.i    72.+25.i    72.+26.i    72.+27.i    72.+28.i    72.+29.i    72.+30.i    72.+31.i    72.+32.i    72.+33.i    72.+34.i    72.+35.i    72.+36.i    72.+37.i    72.+38.i    72.+39.i    72.+40.i    72.+41.i    72.+42.i    72.+43.i    72.+44.i    72.+45.i    72.+46.i    72.+47.i    72.+48.i    72.+49.i    72.+50.i    72.+51.i    72.+52.i    72.+53.i    72.+54.i    72.+55.i    72.+56.i    72.+57.i    72.+58.i    72.+59.i    72.+60.i    72.+61.i    72.+62.i    72.+63.i    72.+64.i    72.+65.i    72.+66.i    72.+67.i    72.+68.i    72.+69.i    72.+70.i    72.+71.i    72.+72.i    72.+73.i    72.+74.i    72.+75.i    72.+76.i    72.+77.i    72.+78.i    72.+79.i    72.+80.i    72.+81.i    72.+82.i    72.+83.i    72.+84.i    72.+85.i    72.+86.i    72.+87.i    72.+88.i    72.+89.i    72.+90.i    72.+91.i    72.+92.i    72.+93.i    72.+94.i    72.+95.i    72.+96.i    72.+97.i    72.+98.i    72.+99.i    72.+100.i
73.+1.i    73.+2.i    73.+3.i    73.+4.i    73.+5.i    73.+6.i    73.+7.i    73.+8.i    73.+9.i    73.+10.i    73.+11.i    73.+12.i    73.+13.i    73.+14.i    73.+15.i    73.+16.i    73.+17.i    73.+18.i    73.+19.i    73.+20.i    73.+21.i    73.+22.i    73.+23.i    73.+24.i    73.+25.i    73.+26.i    73.+27.i    73.+28.i    73.+29.i    73.+30.i    73.+31.i    73.+32.i    73.+33.i    73.+34.i    73.+35.i    73.+36.i    73.+37.i    73.+38.i    73.+39.i    73.+40.i    73.+41.i    73.+42.i    73.+43.i    73.+44.i    73.+45.i    73.+46.i    73.+47.i    73.+48.i    73.+49.i    73.+50.i    73.+51.i    73.+52.i    73.+53.i    73.+54.i    73.+55.i    73.+56.i    73.+57.i    73.+58.i    73.+59.i    73.+60.i    73.+61.i    73.+62.i    73.+63.i    73.+64.i    73.+65.i    73.+66.i    73.+67.i    73.+68.i    73.+69.i    73.+70.i    73.+71.i    73.+72.i    73.+73.i    73.+74.i    73.+75.i    73.+76.i    73.+77.i    73.+78.i    73.+79.i    73.+80.i    73.+81.i    73.+82.i    73.+83.i    73.+84.i    73.+85.i    73.+86.i    73.+87.i    73.+88.i    73.+89.i    73.+90.i    73.+91.i    73.+92.i    73.+93.i    73.+94.i    73.+95.i    73.+96.i    73.+97.i    73.+98.i    73.+99.i    73.+100.i
74.+1.i    74.+2.i    74.+3.i    74.+4.i    74.+5.i    74.+6.i    74.+7.i    74.+8.i    74.+9.i    74.+10.i    74.+11.i    74.+12.i    74.+13.i    74.+14.i    74.+15.i    74.+16.i    74.+17.i    74.+18.i    74.+19.i    74.+20.i    74.+21.i    74.+22.i    74.+23.i    74.+24.i    74.+25.i    74.+26.i    74.+27.i    74.+28.i    74.+29.i    74.+30.i    74.+31.i    74.+32.i    74.+33.i    74.+34.i    74.+35.i    74.+36.i    74.+37.i    74.+38.i    74.+39.i    74.+40.i    74.+41.i    74.+42.i    74.+43.i    74.+44.i    74.+45.i    74.+46.i    74.+47.i    74.+48.i    74.+49.i    74.+50.i    74.+51.i    74.+52.i    74.+53.i    74.+54.i    74.+55.i    74.+56.i    74.+57.i    74.+58.i    74.+59.i    74.+60.i    74.+61.i    74.+62.i    74.+63.i    74.+64.i    74.+65.i    74.+66.i    74.+67.i    74.+68.i    74.+69.i    74.+70.i    74.+71.i    74.+72.i    74.+73.i    74.+74.i    74.+75.i    74.+76.i    74.+77.i    74.+78.i    74.+79.i    74.+80.i    74.+81.i    74.+82.i    74.+83.i    74.+84.i    74.+85.i    74.+86.i    74.+87.i    74.+88.i    74.+89.i    74.+90.i    74.+91.i    74.+92.i    74.+93.i    74.+94.i    74.+95.i    74.+96.i    74.+97.i    74.+98.i    74.+99.i    74.+100.i
75.+1.i    75.+2.i    75.+3.i    75.+4.i    75.+5.i    75.+6.i    75.+7.i    75.+8.i    75.+9.i    75.+10.i    75.+11.i    75.+12.i    75.+13.i    75.+14.i    75.+15.i    75.+16.i    75.+17.i    75.+18.i    75.+19.i    75.+20.i    75.+21.i    75.+22.i    75.+23.i    75.+24.i    75.+25.i    75.+26.i    75.+27.i    75.+28.i    75.+29.i    75.+30.i    75.+31.i    75.+32.i    75.+33.i    75.+34.i    75.+35.i    75.+36.i    75.+37.i    75.+38.i    75.+39.i    75.+40.i    75.+41.i    75.+42.i    75.+43.i    75.+44.i    75.+45.i    75.+46.i    75.+47.i    75.+48.i    75.+49.i    75.+50.i    75.+51.i    75.+52.i    75.+53.i    75.+54.i    75.+55.i    75.+56.i    75.+57.i    75.+58.i    75.+59.i    75.+60.i    75.+61.i    75.+62.i    75.+63.i    75.+64.i    75.+65.i    75.+66.i    75.+67.i    75.+68.i    75.+69.i    75.+70.i    75.+71.i    75.+72.i    75.+73.i    75.+74.i    75.+75.i    75.+76.i    75.+77.i    75.+78.i    75.+79.i    75.+80.i    75.+81.i    75.+82.i    75.+83.i    75.+84.i    75.+85.i    75.+86.i    75.+87.i    75.+88.i    75.+89.i    75.+90.i    75.+91.i    75.+92.i    75.+93.i    75.+94.i    75.+95.i    75.+96.i    75.+97.i    75.+98.i    75.+99.i    75.+100.i
76.+1.i    76.+2.i    76.+3.i    76.+4.i    76.+5.i    76.+6.i    76.+7.i    76.+8.i    76.+9.i    76.+10.i    76.+11.i    76.+12.i    76.+13.i    76.+14.i    76.+15.i    76.+16.i    76.+17.i    76.+18.i    76.+19.i    76.+20.i    76.+21.i    76.+22.i    76.+23.i    76.+24.i    76.+25.i    76.+26.i    76.+27.i    76.+28.i    76.+29.i    76.+30.i    76.+31.i    76.+32.i    76.+33.i    76.+34.i    76.+35.i    76.+36.i    76.+37.i    76.+38.i    76.+39.i    76.+40.i    76.+41.i    76.+42.i    76.+43.i    76.+44.i    76.+45.i    76.+46.i    76.+47.i    76.+48.i    76.+49.i    76.+50.i    76.+51.i    76.+52.i    76.+53.i    76.+54.i    76.+55.i    76.+56.i    76.+57.i    76.+58.i    76.+59.i    76.+60.i    76.+61.i    76.+62.i    76.+63.i    76.+64.i    76.+65.i    76.+66.i    76.+67.i    76.+68.i    76.+69.i    76.+70.i    76.+71.i    76.+72.i    76.+73.i    76.+74.i    76.+75.i    76.+76.i    76.+77.i    76.+78.i    76.+79.i    76.+80.i    76.+81.i    76.+82.i    76.+83.i    76.+84.i    76.+85.i    76.+86.i    76.+87.i    76.+88.i    76.+89.i    76.+90.i    76.+91.i    76.+92.i    76.+93.i    76.+94.i    76.+95.i    76.+96.i    76.+97.i    76.+98.i    76.+99.i    76.+100.i
77.+1.i    77.+2.i    77.+3.i    77.+4.i    77.+5.i    77.+6.i    77.+7.i    77.+8.i    77.+9.i    77.+10.i    77.+11.i    77.+12.i    77.+13.i    77.+14.i    77.+15.i    77.+16.i    77.+17.i    77.+18.i    77.+19.i    77.+20.i    77.+21.i    77.+22.i    77.+23.i    77.+24.i    77.+25.i    77.+26.i    77.+27.i    77.+28.i    77.+29.i    77.+30.i    77.+31.i    77.+32.i    77.+33.i    77.+34.i    77.+35.i    77.+36.i    77.+37.i    77.+38.i    77.+39.i    77.+40.i    77.+41.i    77.+42.i    77.+43.i    77.+44.i    77.+45.i    77.+46.i    77.+47.i    77.+48.i    77.+49.i    77.+50.i    77.+51.i    77.+52.i    77.+53.i    77.+54.i    77.+55.i    77.+56.i    77.+57.i    77.+58.i    77.+59.i    77.+60.i    77.+61.i    77.+62.i    77.+63.i    77.+64.i    77.+65.i    77.+66.i    77.+67.i    77.+68.i    77.+69.i    77.+70.i    77.+71.i    77.+72.i    77.+73.i    77.+74.i    77.+75.i    77.+76.i    77.+77.i    77.+78.i    77.+79.i    77.+80.i    77.+81.i    77.+82.i    77.+83.i    77.+84.i    77.+85.i    77.+86.i    77.+87.i    77.+88.i    77.+89.i    77.+90.i    77.+91.i    77.+92.i    77.+93.i    77.+94.i    77.+95.i    77.+96.i    77.+97.i    77.+98.i    77.+99.i    77.+100.i
78.+1.i    78.+2.i    78.+3.i    78.+4.i    78.+5.i    78.+6.i    78.+7.i    78.+8.i    78.+9.i    78.+10.i    78.+11.i    78.+12.i    78.+13.i    78.+14.i    78.+15.i    78.+16.i    78.+17.i    78.+18.i    78.+19.i    78.+20.i    78.+21.i    78.+22.i    78.+23.i    78.+24.i    78.+25.i    78.+26.i    78.+27.i    78.+28.i    78.+29.i    78.+30.i    78.+31.i    78.+32.i    78.+33.i    78.+34.i    78.+35.i    78.+36.i    78.+37.i    78.+38.i    78.+39.i    78.+40.i    78.+41.i    78.+42.i    78.+43.i    78.+44.i    78.+45.i    78.+46.i    78.+47.i    78.+48.i    78.+49.i    78.+50.i    78.+51.i    78.+52.i    78.+53.i    78.+54.i    78.+55.i    78.+56.i    78.+57.i    78.+58.i    78.+59.i    78.+60.i    78.+61.i    78.+62.i    78.+63.i    78.+64.i    78.+65.i    78.+66.i    78.+67.i    78.+68.i    78.+69.i    78.+70.i    78.+71.i    78.+72.i    78.+73.i    78.+74.i    78.+75.i    78.+76.i    78.+77.i    78.+78.i    78.+79.i    78.+80.i    78.+81.i    78.+82.i    78.+83.i    78.+84.i    78.+85.i    78.+86.i    78.+87.i    78.+88.i    78.+89.i    78.+90.i    78.+91.i    78.+92.i    78.+93.i    78.+94.i    78.+95.i    78.+96.i    78.+97.i    78.+98.i    78.+99.i    78.+100.i
79.+1.i    79.+2.i    79.+3.i    79.+4.i    79.+5.i    79.+6.i    79.+7.i    79.+8.i    79.+9.i    79.+10.i    79.+11.i    79.+12.i    79.+13.i    79.+14.i    79.+15.i    79.+16.i    79.+17.i    79.+18.i    79.+19.i    79.+20.i    79.+21.i    79.+22.i    79.+23.i    79.+24.i    79.+25.i    79.+26.i    79.+27.i    79.+28.i    79.+29.i    79.+30.i    79.+31.i    79.+32.i    79.+33.i    79.+34.i    79.+35.i    79.+36.i    79.+37.i    79.+38.i    79.+39.i    79.+40.i    79.+41.i    79.+42.i    79.+43.i    79.+44.i    79.+45.i    79.+46.i    79.+47.i    79.+48.i    79.+49.i    79.+50.i    79.+51.i    79.+52.i    79.+53.i    79.+54.i    79.+55.i    79.+56.i    79.+57.i    79.+58.i    79.+59.i    79.+60.i    79.+61.i    79.+62.i    79.+63.i    79.+64.i    79.+65.i    79.+66.i    79.+67.i    79.+68.i    79.+69.i    79.+70.i    79.+71.i    79.+72.i    79.+73.i    79.+74.i    79.+75.i    79.+76.i    79.+77.i    79.+78.i    79.+79.i    79.+80.i    79.+81.i    79.+82.i    79.+83.i    79.+84.i    79.+85.i    79.+86.i    79.+87.i    79.+88.i    79.+89.i    79.+90.i    79.+91.i    79.+92.i    79.+93.i    79.+94.i    79.+95.i    79.+96.i    79.+97.i    79.+98.i    79.+99.i    79.+100.i
80.+1.i    80.+2.i    80.+3.i    80.+4.i    80.+5.i    80.+6.i    80.+7.i    80.+8.i    80.+9.i    80.+10.i    80.+11.i    80.+12.i    80.+13.i    80.+14.i    80.+15.i    80.+16.i    80.+17.i    80.+18.i    80.+19.i    80.+20.i    80.+21.i    80.+22.i    80.+23.i    80.+24.i    80.+25.i    80.+26.i    80.+27.i    80.+28.i    80.+29.i    80.+30.i    80.+31.i    80.+32.i    80.+33.i    80.+34.i    80.+35.i    80.+36.i    80.+37.i    80.+38.i    80.+39.i    80.+40.i    80.+41.i    80.+42.i    80.+43.i    80.+44.i    80.+45.i    80.+46.i    80.+47.i    80.+48.i    80.+49.i    80.+50.i    80.+51.i    80.+52.i    80.+53.i    80.+54.i    80.+55.i    80.+56.i    80.+57.i    80.+58.i    80.+59.i    80.+60.i    80.+61.i    80.+62.i    80.+63.i    80.+64.i    80.+65.i    80.+66.i    80.+67.i    80.+68.i    80.+69.i    80.+70.i    80.+71.i    80.+72.i    80.+73.i    80.+74.i    80.+75.i    80.+76.i    80.+77.i    80.+78.i    80.+79.i    80.+80.i    80.+81.i    80.+82.i    80.+83.i    80.+84.i    80.+85.i    80.+86.i    80.+87.i    80.+88.i    80.+89.i    80.+90.i    80.+91.i    80.+92.i    80.+93.i    80.+94.i    80.+95.i    80.+96.i    80.+97.i    80.+98.i    80.+99.i    80.+100.i
81.+1.i    81.+2.i    81.+3.i    81.+4.i    81.+5.i    81.+6.i    81.+7.i    81.+8.i    81.+9.i    81.+10.i    81.+11.i    81.+12.i    81.+13.i    81.+14.i    81.+15.i    81.+16.i    81.+17.i    81.+18.i    81.+19.i    81.+20.i    81.+21.i    81.+22.i    81.+23.i    81.+24.i    81.+25.i    81.+26.i    81.+27.i    81.+28.i    81.+29.i    81.+30.i    81.+31.i    81.+32.i    81.+33.i    81.+34.i    81.+35.i    81.+36.i    81.+37.i    81.+38.i    81.+39.i    81.+40.i    81.+41.i    81.+42.i    81.+43.i    81.+44.i    81.+45.i    81.+46.i    81.+47.i    81.+48.i    81.+49.i    81.+50.i    81.+51.i    81.+52.i    81.+53.i    81.+54.i    81.+55.i    81.+56.i    81.+57.i    81.+58.i    81.+59.i    81.+60.i    81.+61.i    81.+62.i    81.+63.i    81.+64.i    81.+65.i    81.+66.i    81.+67.i    81.+68.i    81.+69.i    81.+70.i    81.+71.i    81.+72.i    81.+73.i    81.+74.i    81.+75.i    81.+76.i    81.+77.i    81.+78.i    81.+79.i    81.+80.i    81.+81.i    81.+82.i    81.+83.i    81.+84.i    81.+85.i    81.+86.i    81.+87.i    81.+88.i    81.+89.i    81.+90.i    81.+91.i    81.+92.i    81.+93.i    81.+94.i    81.+95.i    81.+96.i    81.+97.i    81.+98.i    81.+99.i    81.+100.i
82.+1.i    82.+2.i    82.+3.i    82.+4.i    82.+5.i    82.+6.i    82.+7.i    82.+8.i    82.+9.i    82.+10.i    82.+11.i    82.+12.i    82.+13.i    82.+14.i    82.+15.i    82.+16.i    82.+17.i    82.+18.i    82.+19.i    82.+20.i    82.+21.i    82.+22.i    82.+23.i    82.+24.i    82.+25.i    82.+26.i    82.+27.i    82.+28.i    82.+29.i    82.+30.i    82.+31.i    82.+32.i    82.+33.i    82.+34.i    82.+35.i    82.+36.i    82.+37.i    82.+38.i    82.+39.i    82.+40.i    82.+41.i    82.+42.i    82.+43.i    82.+44.i    82.+45.i    82.+46.i    82.+47.i    82.+48.i    82.+49.i    82.+50.i    82.+51.i    82.+52.i    82.+53.i    82.+54.i    82.+55.i    82.+56.i    82.+57.i    82.+58.i    82.+59.i    82.+60.i    82.+61.i    82.+62.i    82.+63.i    82.+64.i    82.+65.i    82.+66.i    82.+67.i    82.+68.i    82.+69.i    82.+70.i    82.+71.i    82.+72.i    82.+73.i    82.+74.i    82.+75.i    82.+76.i    82.+77.i    82.+78.i    82.+79.i    82.+80.i    82.+81.i    82.+82.i    82.+83.i    82.+84.i    82.+85.i    82.+86.i    82.+87.i    82.+88.i    82.+89.i    82.+90.i    82.+91.i    82.+92.i    82.+93.i    82.+94.i    82.+95.i    82.+96.i    82.+97.i    82.+98.i    82.+99.i    82.+100.i
83.+1.i    83.+2.i    83.+3.i    83.+4.i    83.+5.i    83.+6.i    83.+7.i    83.+8.i    83.+9.i    83.+10.i    83.+11.i    83.+12.i    83.+13.i    83.+14.i    83.+15.i    83.+16.i    83.+17.i    83.+18.i    83.+19.i    83.+20.i    83.+21.i    83.+22.i    83.+23.i    83.+24.i    83.+25.i    83.+26.i    83.+27.i    83.+28.i    83.+29.i    83.+30.i    83.+31.i    83.+32.i    83.+33.i    83.+34.i    83.+35.i    83.+36.i    83.+37.i    83.+38.i    83.+39.i    83.+40.i    83.+41.i    83.+42.i    83.+43.i    83.+44.i    83.+45.i    83.+46.i    83.+47.i    83.+48.i    83.+49.i    83.+50.i    83.+51.i    83.+52.i    83.+53.i    83.+54.i    83.+55.i    83.+56.i    83.+57.i    83.+58.i    83.+59.i    83.+60.i    83.+61.i    83.+62.i    83.+63.i    83.+64.i    83.+65.i    83.+66.i    83.+67.i    83.+68.i    83.+69.i    83.+70.i    83.+71.i    83.+72.i    83.+73.i    83.+74.i    83.+75.i    83.+76.i    83.+77.i    83.+78.i    83.+79.i    83.+80.i    83.+81.i    83.+82.i    83.+83.i    83.+84.i    83.+85.i    83.+86.i    83.+87.i    83.+88.i    83.+89.i    83.+90.i    83.+91.i    83.+92.i    83.+93.i    83.+94.i    83.+95.i    83.+96.i    83.+97.i    83.+98.i    83.+99.i    83.+100.i
84.+1.i    84.+2.i    84.+3.i    84.+4.i    84.+5.i    84.+6.i    84.+7.i    84.+8.i    84.+9.i    84.+10.i    84.+11.i    84.+12.i    84.+13.i    84.+14.i    84.+15.i    84.+16.i    84.+17.i    84.+18.i    84.+19.i    84.+20.i    84.+21.i    84.+22.i    84.+23.i    84.+24.i    84.+25.i    84.+26.i    84.+27.i    84.+28.i    84.+29.i    84.+30.i    84.+31.i    84.+32.i    84.+33.i    84.+34.i    84.+35.i    84.+36.i    84.+37.i    84.+38.i    84.+39.i    84.+40.i    84.+41.i    84.+42.i    84.+43.i    84.+44.i    84.+45.i    84.+46.i    84.+47.i    84.+48.i    84.+49.i    84.+50.i    84.+51.i    84.+52.i    84.+53.i    84.+54.i    84.+55.i    84.+56.i    84.+57.i    84.+58.i    84.+59.i    84.+60.i    84.+61.i    84.+62.i    84.+63.i    84.+64.i    84.+65.i    84.+66.i    84.+67.i    84.+68.i    84.+69.i    84.+70.i    84.+71.i    84.+72.i    84.+73.i    84.+74.i    84.+75.i    84.+76.i    84.+77.i    84.+78.i    84.+79.i    84.+80.i    84.+81.i    84.+82.i    84.+83.i    84.+84.i    84.+85.i    84.+86.i    84.+87.i    84.+88.i    84.+89.i    84.+90.i    84.+91.i    84.+92.i    84.+93.i    84.+94.i    84.+95.i    84.+96.i    84.+97.i    84.+98.i    84.+99.i    84.+100.i
85.+1.i    85.+2.i    85.+3.i    85.+4.i    85.+5.i    85.+6.i    85.+7.i    85.+8.i    85.+9.i    85.+10.i    85.+11.i    85.+12.i    85.+13.i    85.+14.i    85.+15.i    85.+16.i    85.+17.i    85.+18.i    85.+19.i    85.+20.i    85.+21.i    85.+22.i    85.+23.i    85.+24.i    85.+25.i    85.+26.i    85.+27.i    85.+28.i    85.+29.i    85.+30.i    85.+31.i    85.+32.i    85.+33.i    85.+34.i    85.+35.i    85.+36.i    85.+37.i    85.+38.i    85.+39.i    85.+40.i    85.+41.i    85.+42.i    85.+43.i    85.+44.i    85.+45.i    85.+46.i    85.+47.i    85.+48.i    85.+49.i    85.+50.i    85.+51.i    85.+52.i    85.+53.i    85.+54.i    85.+55.i    85.+56.i    85.+57.i    85.+58.i    85.+59.i    85.+60.i    85.+61.i    85.+62.i    85.+63.i    85.+64.i    85.+65.i    85.+66.i    85.+67.i    85.+68.i    85.+69.i    85.+70.i    85.+71.i    85.+72.i    85.+73.i    85.+74.i    85.+75.i    85.+76.i    85.+77.i    85.+78.i    85.+79.i    85.+80.i    85.+81.i    85.+82.i    85.+83.i    85.+84.i    85.+85.i    85.+86.i    85.+87.i    85.+88.i    85.+89.i    85.+90.i    85.+91.i    85.+92.i    85.+93.i    85.+94.i    85.+95.i    85.+96.i    85.+97.i    85.+98.i    85.+99.i    85.+100.i
86.+1.i    86.+2.i    86.+3.i    86.+4.i    86.+5.i    86.+6.i    86.+7.i    86.+8.i    86.+9.i    86.+10.i    86.+11.i    86.+12.i    86.+13.i    86.+14.i    86.+15.i    86.+16.i    86.+17.i    86.+18.i    86.+19.i    86.+20.i    86.+21.i    86.+22.i    86.+23.i    86.+24.i    86.+25.i    86.+26.i    86.+27.i    86.+28.i    86.+29.i    86.+30.i    86.+31.i    86.+32.i    86.+33.i    86.+34.i    86.+35.i    86.+36.i    86.+37.i    86.+38.i    86.+39.i    86.+40.i    86.+41.i    86.+42.i    86.+43.i    86.+44.i    86.+45.i    86.+46.i    86.+47.i    86.+48.i    86.+49.i    86.+50.i    86.+51.i    86.+52.i    86.+53.i    86.+54.i    86.+55.i    86.+56.i    86.+57.i    86.+58.i    86.+59.i    86.+60.i    86.+61.i    86.+62.i    86.+63.i    86.+64.i    86.+65.i    86.+66.i    86.+67.i    86.+68.i    86.+69.i    86.+70.i    86.+71.i    86.+72.i    86.+73.i    86.+74.i    86.+75.i    86.+76.i    86.+77.i    86.+78.i    86.+79.i    86.+80.i    86.+81.i    86.+82.i    86.+83.i    86.+84.i    86.+85.i    86.+86.i    86.+87.i    86.+88.i    86.+89.i    86.+90.i    86.+91.i    86.+92.i    86.+93.i    86.+94.i    86.+95.i    86.+96.i    86.+97.i    86.+98.i    86.+99.i    86.+100.i
87.+1.i    87.+2.i    87.+3.i    87.+4.i    87.+5.i    87.+6.i    87.+7.i    87.+8.i    87.+9.i    87.+10.i    87.+11.i    87.+12.i    87.+13.i    87.+14.i    87.+15.i    87.+16.i    87.+17.i    87.+18.i    87.+19.i    87.+20.i    87.+21.i    87.+22.i    87.+23.i    87.+24.i    87.+25.i    87.+26.i    87.+27.i    87.+28.i    87.+29.i    87.+30.i    87.+31.i    87.+32.i    87.+33.i    87.+34.i    87.+35.i    87.+36.i    87.+37.i    87.+38.i    87.+39.i    87.+40.i    87.+41.i    87.+42.i    87.+43.i    87.+44.i    87.+45.i    87.+46.i    87.+47.i    87.+48.i    87.+49.i    87.+50.i    87.+51.i    87.+52.i    87.+53.i    87.+54.i    87.+55.i    87.+56.i    87.+57.i    87.+58.i    87.+59.i    87.+60.i    87.+61.i    87.+62.i    87.+63.i    87.+64.i    87.+65.i    87.+66.i    87.+67.i    87.+68.i    87.+69.i    87.+70.i    87.+71.i    87.+72.i    87.+73.i    87.+74.i    87.+75.i    87.+76.i    87.+77.i    87.+78.i    87.+79.i    87.+80.i    87.+81.i    87.+82.i    87.+83.i    87.+84.i    87.+85.i    87.+86.i    87.+87.i    87.+88.i    87.+89.i    87.+90.i    87.+91.i    87.+92.i    87.+93.i    87.+94.i    87.+95.i    87.+96.i    87.+97.i    87.+98.i    87.+99.i    87.+100.i
